Name,Card Link,Collector Number,Rarity,Domain 1,Domain 2,types,Subtype 1,Subtype 2,Subtype 3,Subtype 4,Subtype 5,supertypes,cmc,Energy,Power,Total Cost,Might,Description,ALT TEXT,Tags
Eager Apprentice,https://riftdecks.com/cards/details-eager-apprentice,OGN-084/298,common,mind,,unit,piltover,,,,,,3,3,,3,3,"While I'm at a battlefield, the Energy costs for spells you play is reduced by [1], to a minimum of [1].","Riftbound Unit: Eager Apprentice. While I'm at a battlefield, the Energy costs for spells you play is reduced by [1], to a minimum of [1].",
Falling Comet,https://riftdecks.com/cards/details-falling-comet,OGN-085/298,common,mind,,spell,,,,,,,5,5,,5,,"[Action] (Play on your turn or in showdowns.)
Deal 6 to a unit at a battlefield.","Riftbound Spell: Falling Comet. [Action] (Play on your turn or in showdowns.)
Deal 6 to a unit at a battlefield.",
Jeweled Colossus,https://riftdecks.com/cards/details-jeweled-colossus,OGN-086/298,common,mind,,unit,mounttargon,,,,,,5,5,,5,5,"[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
[Shield]** **(+1 [S] while I'm a defender.)","Riftbound Unit: Jeweled Colossus. [Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
[Shield] (+1 [S] while I'm a defender.)",
Lecturing Yordle,https://riftdecks.com/cards/details-lecturing-yordle,OGN-087/298,common,mind,,unit,yordle,bandlecity,,,,,3,3,,3,2,"[Tank] (I must be assigned combat damage first.)
When you play me, draw 1.","Riftbound Unit: Lecturing Yordle. [Tank] (I must be assigned combat damage first.)
When you play me, draw 1.",
Mega-Mech,https://riftdecks.com/cards/details-mega-mech,OGN-088/298,common,mind,,unit,mech,bandlecity,,,,,7,7,,7,8,,Riftbound Unit: Mega-Mech.,
Mind Rune,https://riftdecks.com/cards/details-mind-rune,OGN-089/298,common,mind,,rune,,,,,,basic,,,,-,,,Riftbound Rune: Mind Rune.,
Orb of Regret,https://riftdecks.com/cards/details-orb-of-regret,OGN-090/298,common,mind,,gear,,,,,,,1,1,,1,,"[T]: Give a unit -1 [S] this turn, to a minimum of 1 [S].","Riftbound Gear: Orb of Regret. [T]: Give a unit -1 [S] this turn, to a minimum of 1 [S].",
Pit Crew,https://riftdecks.com/cards/details-pit-crew,OGN-091/298,common,mind,,unit,bandlecity,,,,,,3,3,,3,3,"When you play a gear, ready me.","Riftbound Unit: Pit Crew. When you play a gear, ready me.",
Riptide Rex,https://riftdecks.com/cards/details-riptide-rex,OGN-092/298,common,mind,,unit,pirate,bilgewater,,,,,6,6,CC,6CC,6,"When you play me, deal 6 to an enemy unit at a battlefield.","Riftbound Unit: Riptide Rex. When you play me, deal 6 to an enemy unit at a battlefield.",
Smoke Screen,https://riftdecks.com/cards/details-smoke-screen,OGN-093/298,common,mind,,spell,,,,,,,2,2,C,2C,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Give a unit -4 [S] this turn, to a minimum of 1 [S].","Riftbound Spell: Smoke Screen. [Reaction] (Play any time, even before spells and abilities resolve.)
Give a unit -4 [S] this turn, to a minimum of 1 [S].",
Sprite Call,https://riftdecks.com/cards/details-sprite-call,OGN-094/298,common,mind,,spell,,,,,,,3,3,,3,,"[Hidden] (Hide now for [A] to react with later for [0].)
[Action] (Play on your turn or in showdowns.)
Play a ready 3 [S] Sprite unit token with [Temporary]. (Kill it at the start of its controller's Beginning Phase, before scoring.)","Riftbound Spell: Sprite Call. [Hidden] (Hide now for [A] to react with later for [0].)
[Action] (Play on your turn or in showdowns.)
Play a ready 3 [S] Sprite unit token with [Temporary]. (Kill it at the start of its controller's Beginning Phase, before scoring.)",
Stupefy,https://riftdecks.com/cards/details-stupefy,OGN-095/298,common,mind,,spell,,,,,,,1,1,,1,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Give a unit -1 [S] this turn, to a minimum of 1 [S]. Draw 1.","Riftbound Spell: Stupefy. [Reaction] (Play any time, even before spells and abilities resolve.)
Give a unit -1 [S] this turn, to a minimum of 1 [S]. Draw 1.",
Watchful Sentry,https://riftdecks.com/cards/details-watchful-sentry,OGN-096/298,common,mind,,unit,freljord,,,,,,2,2,,2,1,"[Deathknell] — Draw 1. (When I die, get the effect.)","Riftbound Unit: Watchful Sentry. [Deathknell] — Draw 1. (When I die, get the effect.)",
Blastcone Fae,https://riftdecks.com/cards/details-blastcone-fae,OGN-097/298,uncommon,mind,,unit,fae,bandlecity,,,,,2,2,C,2C,2,"[Hidden] (Hide now for [A] to react with later for [0].)
When you play me, give a unit -2 [S] this turn, to a minimum of 1 [S].","Riftbound Unit: Blastcone Fae. [Hidden] (Hide now for [A] to react with later for [0].)
When you play me, give a unit -2 [S] this turn, to a minimum of 1 [S].",
Energy Conduit,https://riftdecks.com/cards/details-energy-conduit,OGN-098/298,uncommon,mind,,gear,,,,,,,3,3,,3,,[T]: [Reaction] — [Add] [1]. (Abilities that add resources can't be reacted to.),Riftbound Gear: Energy Conduit. [T]: [Reaction] — [Add] [1]. (Abilities that add resources can't be reacted to.),
Garbage Grabber,https://riftdecks.com/cards/details-garbage-grabber,OGN-099/298,uncommon,mind,,gear,,,,,,,2,2,,2,,"Recycle 3 from your trash, [1], [T]: Draw 1.","Riftbound Gear: Garbage Grabber. Recycle 3 from your trash, [1], [T]: Draw 1.",
Gemcraft Seer,https://riftdecks.com/cards/details-gemcraft-seer,OGN-100/298,uncommon,mind,,unit,mounttargon,,,,,,3,3,C,3C,3,"[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
Other friendly units have [Vision].","Riftbound Unit: Gemcraft Seer. [Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
Other friendly units have [Vision].",
Mushroom Pouch,https://riftdecks.com/cards/details-mushroom-pouch,OGN-101/298,uncommon,mind,,gear,,,,,,,2,2,,2,,"At the start of your Beginning Phase, if you control a facedown card at a battlefield, draw 1.","Riftbound Gear: Mushroom Pouch. At the start of your Beginning Phase, if you control a facedown card at a battlefield, draw 1.",
Portal Rescue,https://riftdecks.com/cards/details-portal-rescue,OGN-102/298,uncommon,mind,,spell,,,,,,,3,3,C,3C,,"[Action] (Play on your turn or in showdowns.)
Banish a friendly unit, then its owner plays it to their base, ignoring its cost.","Riftbound Spell: Portal Rescue. [Action] (Play on your turn or in showdowns.)
Banish a friendly unit, then its owner plays it to their base, ignoring its cost.",
Ravenbloom Student,https://riftdecks.com/cards/details-ravenbloom-student,OGN-103/298,uncommon,mind,,unit,noxus,,,,,,2,2,,2,2,"When you play a spell, give me +1 [S] this turn.","Riftbound Unit: Ravenbloom Student. When you play a spell, give me +1 [S] this turn.",
Retreat,https://riftdecks.com/cards/details-retreat,OGN-104/298,uncommon,mind,,spell,,,,,,,1,1,,1,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Return a friendly unit to its owner's hand. Its owner channels 1 rune exhausted.","Riftbound Spell: Retreat. [Reaction] (Play any time, even before spells and abilities resolve.)
Return a friendly unit to its owner's hand. Its owner channels 1 rune exhausted.",
Singularity,https://riftdecks.com/cards/details-singularity,OGN-105/298,uncommon,mind,,spell,,,,,,,6,6,CC,6CC,,Deal 6 to each of up to two units.,Riftbound Spell: Singularity. Deal 6 to each of up to two units.,
Sprite Mother,https://riftdecks.com/cards/details-sprite-mother,OGN-106/298,uncommon,mind,,unit,fae,,,,,,4,4,C,4C,3,"When you play me, play a ready 3 [S] Sprite unit token with [Temporary] here. (Kill it at the start of its controller's Beginning Phase, before scoring.)","Riftbound Unit: Sprite Mother. When you play me, play a ready 3 [S] Sprite unit token with [Temporary] here. (Kill it at the start of its controller's Beginning Phase, before scoring.)",
Ava Achiever,https://riftdecks.com/cards/details-ava-achiever,OGN-107/298,rare,mind,,unit,yordle,,,,,,5,5,,5,4,"When I attack, you may pay [C] to play a card with [Hidden] from your hand here, ignoring its cost.","Riftbound Unit: Ava Achiever. When I attack, you may pay [C] to play a card with [Hidden] from your hand here, ignoring its cost.",
Convergent Mutation,https://riftdecks.com/cards/details-convergent-mutation,OGN-108/298,rare,mind,,spell,,,,,,,2,2,C,2C,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Choose a friendly unit. If its Might is less than another friendly unit's, its Might becomes the Might of that friendly unit this turn.","Riftbound Spell: Convergent Mutation. [Reaction] (Play any time, even before spells and abilities resolve.)
Choose a friendly unit. If its Might is less than another friendly unit's, its Might becomes the Might of that friendly unit this turn.",
"Dr. Mundo, Expert",https://riftdecks.com/cards/details-dr-mundo-expert,OGN-109/298,rare,mind,,unit,dr.mundo,zaun,,,,champion,8,8,CC,8CC,6,"My Might is increased by the number of cards in your trash.
At the start of your Beginning Phase, recycle 3 from your trash.","Riftbound Unit: Dr. Mundo, Expert. My Might is increased by the number of cards in your trash.
At the start of your Beginning Phase, recycle 3 from your trash.",
"Ekko, Recurrent",https://riftdecks.com/cards/details-ekko-recurrent,OGN-110/298,rare,mind,,unit,ekko,zaun,,,,champion,5,5,C,5C,5,"[Accelerate] (You may pay \[1]\[C] as an additional cost to have me enter ready.)
[Deathknell] — Recycle me to ready your runes. (When I die, get the effect.)","Riftbound Unit: Ekko, Recurrent. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.)",
"Heimerdinger, Inventor",https://riftdecks.com/cards/details-heimerdinger-inventor,OGN-111/298,rare,mind,,unit,yordle,heimerdinger,piltover,,,champion,3,3,C,3C,3,"I have all [T] abilities of all friendly legends, units, and gear.","Riftbound Unit: Heimerdinger, Inventor. I have all [T] abilities of all friendly legends, units, and gear.",
"Kai'Sa, Evolutionary",https://riftdecks.com/cards/details-kaisa-evolutionary,OGN-112a/298,showcase,mind,,unit,kaisa,thevoid,,,,champion,6,6,C,6C,6,"[Ganking] (I can move from battlefield to battlefield.)
When I conquer, you may play a spell from your trash with Energy cost.)","Riftbound Unit: Kai'Sa, Evolutionary. [Ganking] (I can move from battlefield to battlefield.)
When I conquer, you may play a spell from your trash with Energy cost.)",
"Malzahar, Fanatic",https://riftdecks.com/cards/details-malzahar-fanatic,OGN-113/298,rare,mind,,unit,malzahar,thevoid,,,,champion,4,4,,4,3,"Kill a friendly unit or gear, [T]: [Action] — [Add] \[A]\[A]. (Use on your turn or in showdowns. Abilities that add resources can't be reacted to.)","Riftbound Unit: Malzahar, Fanatic. Kill a friendly unit or gear, [T]: [Action] — [Add] [A][A]. (Use on your turn or in showdowns. Abilities that add resources can't be reacted to.)",
Progress Day,https://riftdecks.com/cards/details-progress-day,OGN-114/298,rare,mind,,spell,,,,,,,6,6,C,6C,,Draw 4.,Riftbound Spell: Progress Day. Draw 4.,
Promising Future,https://riftdecks.com/cards/details-promising-future,OGN-115/298,rare,mind,,spell,,,,,,,5,5,C,5C,,"Each player looks at the top 5 cards of their Main Deck, chooses one, then recycles the rest. Starting with the next player, each player plays those cards, ignoring Energy costs.)","Riftbound Spell: Promising Future. Each player looks at the top 5 cards of their Main Deck, chooses one, then recycles the rest. Starting with the next player, each player plays those cards, ignoring Energy costs.)",
Thousand-Tailed Watcher,https://riftdecks.com/cards/details-thousand-tailed-watcher,OGN-116/298,rare,mind,,unit,ionia,,,,,,7,7,C,7C,7,"[Accelerate] (You may pay \[1]\[C] as an additional cost to have me enter ready.)
When you play me, give enemy units -3 [S] this turn, to a minimum of 1 [S].""",Riftbound Unit: Thousand-Tailed Watcher. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.),
"Viktor, Innovator",https://riftdecks.com/cards/details-viktor-innovator,OGN-117a/298,showcase,mind,,unit,viktor,zaun,,,,champion,4,4,C,4C,3,"When you play a card on an opponent's turn, play a 1 [S] Recruit unit token in your base.","Riftbound Unit: Viktor, Innovator. When you play a card on an opponent's turn, play a 1 [S] Recruit unit token in your base.",
Wraith of Echoes,https://riftdecks.com/cards/details-wraith-of-echoes,OGN-118/298,rare,mind,,unit,spirit,shadowisles,,,,,6,6,C,6C,5,"The first time a friendly unit dies each turn, draw 1.","Riftbound Unit: Wraith of Echoes. The first time a friendly unit dies each turn, draw 1.",
Time Warp,https://riftdecks.com/cards/details-time-warp,OGN-122/298,epic,mind,,spell,,,,,,,10,10,CCCC,10CCCC,,Take a turn after this one. Banish this.,Riftbound Spell: Time Warp. Take a turn after this one. Banish this.,
Unchecked Power,https://riftdecks.com/cards/details-unchecked-power,OGN-123/298,epic,mind,,spell,,,,,,,7,7,CC,7CC,,"Exhaust all friendly units, then deal 12 to ALL units at battlefields.","Riftbound Spell: Unchecked Power. Exhaust all friendly units, then deal 12 to ALL units at battlefields.",
Arena Bar,https://riftdecks.com/cards/details-arena-bar,OGN-124/298,common,body,,gear,,,,,,,3,3,,3,,"[T]: Buff an exhausted friendly unit. (If it doesn't have a buff, it gets a +1 [S] buff.)","Riftbound Gear: Arena Bar. [T]: Buff an exhausted friendly unit. (If it doesn't have a buff, it gets a +1 [S] buff.)",
Bilgewater Bully,https://riftdecks.com/cards/details-bilgewater-bully,OGN-125/298,common,body,,unit,bilgewater,,,,,,6,6,,6,6,"While I'm buffed, I have [Ganking]. (I can move from battlefield to battlefield.)","Riftbound Unit: Bilgewater Bully. While I'm buffed, I have [Ganking]. (I can move from battlefield to battlefield.)",
Body Rune,https://riftdecks.com/cards/details-body-rune,OGN-126a/298,showcase,body,,rune,,,,,,basic,,,,-,,,Riftbound Rune: Body Rune.,
Cannon Barrage,https://riftdecks.com/cards/details-cannon-barrage,OGN-127/298,common,body,,spell,,,,,,,2,2,C,2C,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Deal 2 to all enemy units in combat.","Riftbound Spell: Cannon Barrage. [Reaction] (Play any time, even before spells and abilities resolve.)
Deal 2 to all enemy units in combat.",
Challenge,https://riftdecks.com/cards/details-challenge,OGN-128/298,common,body,,spell,,,,,,,2,2,C,2C,,"[Action] (Play on your turn or in showdowns.)
Choose a friendly unit and an enemy unit. They deal damage equal to their Mights to each other.","Riftbound Spell: Challenge. [Action] (Play on your turn or in showdowns.)
Choose a friendly unit and an enemy unit. They deal damage equal to their Mights to each other.",
Confront,https://riftdecks.com/cards/details-confront,OGN-129/298,common,body,,spell,,,,,,,2,2,,2,,"[Action] (Play on your turn or in showdowns.)
Units you play this turn enter ready. Draw 1.","Riftbound Spell: Confront. [Action] (Play on your turn or in showdowns.)
Units you play this turn enter ready. Draw 1.",
Crackshot Corsair,https://riftdecks.com/cards/details-crackshot-corsair,OGN-130/298,common,body,,unit,pirate,bilgewater,,,,,3,3,,3,3,"When I attack, deal 1 to an enemy unit here.","Riftbound Unit: Crackshot Corsair. When I attack, deal 1 to an enemy unit here.",
Dune Drake,https://riftdecks.com/cards/details-dune-drake,OGN-131/298,common,body,,unit,dragon,shurima,,,,,5,5,,5,5,"When I attack, give me +2 [S] if there is a ready enemy unit here.","Riftbound Unit: Dune Drake. When I attack, give me +2 [S] if there is a ready enemy unit here.",
First Mate,https://riftdecks.com/cards/details-first-mate,OGN-132/298,common,body,,unit,pirate,bilgewater,,,,,3,3,,3,3,"When you play me, ready another unit.","Riftbound Unit: First Mate. When you play me, ready another unit.",
Flurry of Blades,https://riftdecks.com/cards/details-flurry-of-blades,OGN-133/298,common,body,,spell,,,,,,,1,1,,1,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Deal 1 to all units at battlefields.","Riftbound Spell: Flurry of Blades. [Reaction] (Play any time, even before spells and abilities resolve.)
Deal 1 to all units at battlefields.",
